Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging,SurveyDate,City,Feedback
19,Female,Working professional,2601,5,3-4,Weekly,Yes,No,4.95,Bottle,Supermarket,Muscle recovery,3,BrandA,Low sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,3,4,2024-12-13 15:54:56,Umm Al Quwain,PoorTaste
51,Male,Working professional,10615,5,1-2,Rarely,Yes,No,19.62,Jar,Supermarket,Energy boost,2,None,Eco packaging,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,5,2,1,2024-11-20 05:06:47,Ajman,HighPrice
29,Male,Working professional,21688,3,3-4,Rarely,No,Yes,39.14,Bottle,Gym/Fitness centre,Energy boost,3,None,Eco packaging,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,2,4,5,2024-06-09 19:06:29,Sharjah,HighPrice; PoorTaste
22,Male,Working professional,12882,1,1-2,Weekly,Yes,Yes,28.26,Bottle,Pharmacy,Muscle recovery,4,BrandA,Gluten-free,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,4,1,5,2024-11-02 22:02:38,Ajman,HighPrice
19,Other,Retired,2549,5,1-2,Rarely,Yes,Yes,5.96,Jar,Supermarket,Weight management,2,BrandD,Organic,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,3,4,5,2,1,2025-02-01 04:51:37,Ras Al Khaimah,HighPrice; LackTrust; UnsustainablePack
36,Female,Working professional,6804,5,None,Daily,Yes,Yes,10.92,Can,Gym/Fitness centre,Energy boost,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,2,5,3,1,2024-10-08 01:15:22,Ajman,HighPrice; LackTrust
29,Female,Working professional,1535,2,None,Daily,Yes,No,4.51,Powder sachet,Pharmacy,Digestive health,5,None,High protein,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,4,2024-05-02 10:55:33,Dubai,No barriers
27,Female,Homemaker,8227,5,1-2,Monthly,No,No,18.99,Can,Convenience store,Weight management,3,BrandA,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,4,3,2025-06-17 21:46:56,Fujairah,HighPrice
44,Male,Self-employed,7373,4,3-4,Monthly,Yes,No,16.3,Bottle,Online retailer,Energy boost,3,None,None,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,4,5,3,2,1,2024-02-23 08:04:15,Umm Al Quwain,PoorTaste
36,Female,Student,913,3,5+,Rarely,No,No,1.0,Can,Supermarket,Digestive health,5,BrandA,Eco packaging,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4,3,5,2,2024-03-20 01:55:50,Abu Dhabi,HighPrice
19,Male,Student,1727,5,3-4,Weekly,No,No,1.99,Bottle,Supermarket,Immune support,4,BrandC,High protein,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,2,4,3,1,2025-04-21 21:15:00,Fujairah,No barriers
22,Female,Student,3809,3,1-2,Daily,No,No,6.52,Bottle,Supermarket,Weight management,5,BrandB,Eco packaging,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,4,1,2024-10-20 23:52:13,Fujairah,No barriers
21,Male,Working professional,3749,5,1-2,Weekly,Yes,No,9.22,Bottle,Online retailer,Digestive health,3,BrandB,No artificial flavors,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,3,2,1,4,2025-05-25 06:42:58,Sharjah,No barriers
34,Female,Working professional,1655,3,1-2,Daily,Yes,Yes,4.27,Tetra Pak,Online retailer,Muscle recovery,5,BrandB,High protein,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,2,2025-06-19 02:48:44,Ajman,No barriers
18,Male,Student,6975,4,1-2,Daily,Yes,Yes,19.53,Bottle,Online retailer,Immune support,2,BrandC,No artificial flavors,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,5,3,2024-01-11 22:02:48,Umm Al Quwain,No barriers
28,Male,Other,6163,3,3-4,Weekly,Yes,Yes,9.04,Bottle,Supermarket,Energy boost,5,BrandA,Organic,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,2,4,5,2025-05-23 15:46:00,Sharjah,PoorTaste
35,Female,Working professional,4126,4,3-4,Weekly,No,No,8.15,Bottle,Supermarket,Immune support,5,BrandC,Gluten-free,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,2,5,3,1,2024-10-10 23:39:48,Fujairah,HighPrice; PoorTaste; LackTrust
43,Male,Working professional,2489,4,1-2,Weekly,No,Yes,1.12,Bottle,Convenience store,Weight management,4,BrandA,None,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,5,1,3,4,2,2024-10-25 20:42:18,Fujairah,HighPrice
23,Male,Working professional,12630,3,1-2,Monthly,No,Yes,26.45,Bottle,Convenience store,Weight management,4,BrandA,Organic,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,5,4,2,3,1,2024-06-19 05:30:13,Ras Al Khaimah,HighPrice
38,Male,Working professional,21804,4,None,Daily,No,Yes,45.74,Bottle,Gym/Fitness centre,Weight management,5,BrandC,Gluten-free,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,3,5,4,2025-01-23 00:54:54,Fujairah,HighPrice
19,Male,Student,3181,4,1-2,Daily,Yes,Yes,9.25,Bottle,Supermarket,Energy boost,3,BrandA,No artificial flavors,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5,4,1,2,2024-08-04 00:10:33,Ajman,HighPrice; PoorTaste
40,Female,Working professional,2833,2,3-4,Monthly,Yes,No,6.04,Bottle,Convenience store,Muscle recovery,4,None,No artificial flavors,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,5,2,3,4,2025-03-10 14:44:28,Ajman,HighPrice; PoorTaste
19,Female,Self-employed,7647,5,1-2,Daily,Yes,Yes,11.47,Bottle,Supermarket,Muscle recovery,5,BrandD,High protein,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,2,5,4,2025-06-29 06:08:14,Sharjah,PoorTaste
24,Female,Working professional,3561,3,3-4,Monthly,No,No,7.02,Jar,Gym/Fitness centre,Weight management,2,BrandD,None,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3,1,2,4,5,2024-11-10 02:42:47,Ajman,No barriers
37,Female,Working professional,4335,4,3-4,Daily,No,No,9.54,Tetra Pak,Supermarket,Energy boost,5,BrandB,No artificial flavors,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,4,5,3,2024-11-28 03:36:44,Fujairah,HighPrice
19,Male,Working professional,9563,4,5+,Weekly,Yes,Yes,17.12,Can,Online retailer,Weight management,4,BrandA,Gluten-free,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,1,4,2024-01-18 06:41:46,Ajman,No barriers
21,Female,Student,881,4,5+,Daily,No,No,1.23,Powder sachet,Gym/Fitness centre,Weight management,5,None,No artificial flavors,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,3,2024-06-29 08:14:34,Abu Dhabi,No barriers
33,Male,Working professional,16098,2,3-4,Daily,No,No,29.64,Bottle,Pharmacy,Weight management,2,BrandA,None,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,4,5,3,2024-09-22 01:38:50,Sharjah,HighPrice
33,Male,Working professional,5247,4,None,Monthly,No,Yes,9.27,Bottle,Gym/Fitness centre,Weight management,3,None,Gluten-free,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,3,2,4,2024-07-31 16:02:26,Dubai,PoorTaste
30,Female,Working professional,3394,4,3-4,Never,No,Yes,8.61,Jar,Convenience store,Energy boost,5,BrandA,Gluten-free,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,4,2,1,3,2025-04-13 11:51:28,Fujairah,LackTrust
32,Male,Student,4535,4,3-4,Daily,Yes,Yes,10.43,Tetra Pak,Online retailer,Weight management,2,BrandB,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,4,5,2024-03-09 04:13:00,Dubai,PoorTaste
27,Female,Self-employed,4751,5,None,Weekly,Yes,No,6.71,Powder sachet,Online retailer,Digestive health,4,BrandC,Low sugar,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,5,1,4,3,2025-01-08 00:21:44,Ras Al Khaimah,HighPrice; PoorTaste
21,Male,Other,1035,4,3-4,Rarely,Yes,No,1.0,Powder sachet,Supermarket,Energy boost,5,None,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,3,4,5,2025-03-01 05:17:07,Abu Dhabi,HighPrice; PoorTaste
23,Female,Self-employed,18872,2,5+,Weekly,Yes,Yes,37.86,Bottle,Supermarket,Energy boost,3,BrandA,High protein,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,4,5,2024-04-17 08:33:27,Sharjah,No barriers
20,Female,Homemaker,5101,3,3-4,Rarely,Yes,Yes,10.66,Powder sachet,Gym/Fitness centre,Weight management,4,BrandB,Eco packaging,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,2,1,4,3,2024-05-03 23:06:16,Sharjah,No barriers
46,Female,Working professional,7322,3,None,Daily,Yes,Yes,13.32,Powder sachet,Pharmacy,Weight management,2,BrandD,Gluten-free,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,2,5,3,4,2024-07-22 22:02:24,Abu Dhabi,No barriers
28,Female,Other,11573,2,None,Never,No,No,24.1,Bottle,Supermarket,Muscle recovery,4,BrandA,Low sugar,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,1,5,2,2024-04-23 11:31:51,Abu Dhabi,HardToFind
24,Female,Working professional,1960,4,3-4,Weekly,Yes,Yes,3.85,Powder sachet,Supermarket,Immune support,3,BrandA,Gluten-free,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,2,4,3,2024-09-04 23:15:41,Ras Al Khaimah,No barriers
25,Male,Other,7526,3,1-2,Weekly,No,No,9.9,Bottle,Supermarket,Digestive health,4,BrandA,Gluten-free,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,3,5,1,2024-05-27 12:22:00,Dubai,No barriers
53,Female,Other,3863,3,3-4,Rarely,Yes,Yes,6.58,Tetra Pak,Pharmacy,Muscle recovery,5,BrandC,Low sugar,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,1,5,2,2024-06-11 22:03:39,Umm Al Quwain,No barriers
19,Male,Self-employed,10531,2,3-4,Monthly,Yes,No,19.86,Bottle,Supermarket,Weight management,2,BrandD,Eco packaging,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,2,3,1,5,2024-06-20 04:28:48,Sharjah,PoorTaste; LackTrust; HardToFind
28,Female,Other,725,1,1-2,Monthly,Yes,No,2.81,Bottle,Supermarket,Energy boost,4,None,Organic,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,2,4,5,2025-05-27 14:41:15,Umm Al Quwain,PoorTaste
26,Female,Working professional,4495,2,5+,Rarely,Yes,No,10.38,Can,Supermarket,Weight management,4,BrandB,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,3,5,2024-09-07 17:21:02,Abu Dhabi,No barriers
29,Female,Working professional,2857,3,3-4,Monthly,Yes,Yes,2.37,Bottle,Supermarket,Digestive health,3,BrandA,Low sugar,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,3,1,4,5,2024-12-31 02:44:02,Sharjah,PoorTaste
18,Male,Working professional,7252,4,1-2,Daily,Yes,No,15.38,Tetra Pak,Gym/Fitness centre,Digestive health,4,BrandB,Low sugar,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,2,1,4,2024-07-08 06:06:20,Dubai,No barriers
42,Male,Working professional,7503,4,3-4,Monthly,Yes,Yes,14.86,Can,Convenience store,Weight management,5,BrandA,Low sugar,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,5,3,4,2024-01-15 19:34:34,Sharjah,No barriers
50,Female,Student,2600,2,3-4,Daily,Yes,Yes,5.45,Bottle,Supermarket,Energy boost,5,BrandB,Low sugar,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,1,5,3,2025-03-22 17:54:48,Umm Al Quwain,No barriers
27,Male,Working professional,2589,4,3-4,Rarely,Yes,No,3.95,Bottle,Supermarket,Energy boost,1,BrandC,High protein,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,4,2024-07-09 22:39:12,Sharjah,No barriers
32,Male,Other,4449,3,5+,Never,No,No,8.77,Tetra Pak,Pharmacy,Energy boost,4,BrandA,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,5,3,2024-11-19 16:22:43,Abu Dhabi,No barriers
48,Male,Working professional,2193,3,3-4,Weekly,Yes,No,6.69,Jar,Pharmacy,Digestive health,4,BrandC,Eco packaging,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,5,2024-08-27 16:11:37,Abu Dhabi,No barriers
32,Female,Self-employed,10486,1,5+,Weekly,Yes,Yes,21.2,Tetra Pak,Supermarket,Energy boost,5,None,Organic,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,1,4,3,2,2025-01-24 07:29:23,Abu Dhabi,HighPrice
19,Female,Retired,3525,4,3-4,Daily,No,No,6.97,Tetra Pak,Supermarket,Weight management,2,None,No artificial flavors,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,5,1,3,4,2024-03-22 04:51:21,Dubai,PoorTaste
28,Male,Retired,359,4,3-4,Daily,Yes,No,1.0,Can,Convenience store,Digestive health,5,BrandB,No artificial flavors,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,3,5,4,2,2025-02-26 15:45:13,Fujairah,PoorTaste
29,Male,Other,3508,3,5+,Never,No,No,9.12,Bottle,Online retailer,Energy boost,5,BrandB,No artificial flavors,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,5,1,2024-01-07 18:58:38,Fujairah,PoorTaste
24,Male,Working professional,1930,2,3-4,Daily,No,No,1.3,Can,Convenience store,Weight management,5,BrandB,No artificial flavors,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,1,2,3,5,2025-01-30 22:30:49,Fujairah,No barriers
34,Female,Other,1132,5,1-2,Weekly,No,No,1.0,Powder sachet,Supermarket,Energy boost,4,None,High protein,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,4,5,2,3,2025-01-11 03:00:09,Ajman,No barriers
50,Female,Self-employed,1614,3,3-4,Rarely,Yes,Yes,1.0,Tetra Pak,Online retailer,Weight management,3,None,No artificial flavors,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,3,5,1,4,2,2025-01-29 18:29:36,Dubai,No barriers
49,Male,Working professional,5423,3,3-4,Rarely,No,No,11.25,Can,Online retailer,Energy boost,4,None,High protein,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,5,1,4,3,2024-01-14 23:31:00,Abu Dhabi,No barriers
25,Male,Working professional,16249,5,1-2,Monthly,No,No,34.86,Can,Pharmacy,Weight management,3,BrandC,Eco packaging,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,1,3,5,2024-07-07 06:34:18,Ras Al Khaimah,PoorTaste
19,Male,Self-employed,6515,5,5+,Monthly,Yes,No,12.37,Can,Convenience store,Digestive health,4,BrandA,Low sugar,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,4,3,5,2025-03-09 14:28:02,Sharjah,HighPrice
68,Female,Working professional,2847,4,1-2,Monthly,Yes,Yes,3.56,Tetra Pak,Supermarket,Muscle recovery,4,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4,2,5,3,1,2024-02-24 23:51:47,Sharjah,PoorTaste; HardToFind
39,Female,Working professional,7408,4,1-2,Never,Yes,Yes,18.09,Can,Online retailer,Weight management,3,None,Organic,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,5,4,1,2,2024-11-01 16:17:54,Umm Al Quwain,HardToFind
19,Male,Working professional,3251,3,5+,Monthly,No,Yes,7.4,Tetra Pak,Supermarket,Digestive health,3,None,No artificial flavors,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,3,2,5,2024-08-05 17:09:01,Sharjah,HighPrice
48,Male,Working professional,2630,2,3-4,Monthly,Yes,No,5.82,Bottle,Pharmacy,Energy boost,1,BrandB,None,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,3,4,5,2024-02-11 22:38:06,Fujairah,LackTrust
42,Male,Working professional,1739,4,None,Daily,No,No,3.1,Can,Gym/Fitness centre,Digestive health,3,BrandB,Organic,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,4,3,5,1,2025-04-01 23:42:58,Umm Al Quwain,HighPrice
26,Other,Self-employed,1016,2,3-4,Daily,Yes,Yes,3.37,Powder sachet,Pharmacy,Energy boost,4,BrandA,Low sugar,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,1,4,5,2,2024-05-06 17:15:02,Sharjah,HighPrice
28,Male,Working professional,3460,4,3-4,Monthly,No,No,7.44,Bottle,Supermarket,Weight management,3,None,No artificial flavors,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,1,5,3,2025-04-06 12:05:28,Ras Al Khaimah,HighPrice
24,Female,Student,5666,5,None,Never,Yes,No,10.37,Powder sachet,Supermarket,Energy boost,5,None,Organic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,5,1,3,2024-02-29 07:49:30,Umm Al Quwain,No barriers
18,Female,Student,4505,5,5+,Rarely,Yes,No,8.38,Bottle,Supermarket,Energy boost,4,BrandB,Eco packaging,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,4,5,1,3,2025-05-04 08:02:54,Abu Dhabi,UnsustainablePack
22,Male,Working professional,3380,3,3-4,Never,Yes,Yes,4.72,Bottle,Supermarket,Immune support,5,BrandC,None,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,3,4,1,5,2025-03-30 18:37:48,Ajman,HighPrice
37,Male,Retired,2098,4,3-4,Monthly,Yes,No,1.91,Can,Supermarket,Energy boost,2,BrandA,Eco packaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,5,2025-01-22 18:25:52,Fujairah,No barriers
18,Male,Working professional,8497,4,3-4,Rarely,Yes,Yes,16.4,Jar,Convenience store,Weight management,5,BrandB,High protein,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,3,1,2,5,2025-03-05 05:26:15,Sharjah,HighPrice
22,Female,Working professional,1502,5,3-4,Rarely,Yes,No,5.31,Tetra Pak,Online retailer,Weight management,5,BrandB,High protein,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,2,1,4,5,2024-09-29 08:39:07,Umm Al Quwain,No barriers
24,Female,Working professional,9882,3,1-2,Monthly,Yes,Yes,17.7,Bottle,Online retailer,Weight management,4,BrandB,None,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,3,4,5,2,2024-03-22 13:04:48,Ajman,HighPrice; PoorTaste
27,Female,Working professional,1994,1,1-2,Weekly,No,Yes,5.66,Bottle,Pharmacy,Digestive health,3,BrandB,High protein,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,3,5,4,1,2024-12-30 19:10:04,Umm Al Quwain,LackTrust; HardToFind
48,Female,Self-employed,2497,3,3-4,Weekly,No,No,3.4,Can,Pharmacy,Immune support,4,BrandB,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,2,3,2025-03-14 00:06:31,Dubai,No barriers
23,Male,Self-employed,1313,3,5+,Rarely,Yes,Yes,1.0,Bottle,Online retailer,Weight management,4,BrandD,No artificial flavors,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,3,4,2,1,2024-09-07 03:19:26,Dubai,LackTrust
23,Other,Student,3130,3,None,Weekly,Yes,Yes,7.35,Can,Supermarket,Energy boost,2,BrandB,Low sugar,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,3,1,5,2,2024-02-14 07:58:18,Fujairah,HardToFind
34,Female,Working professional,11823,5,3-4,Never,Yes,No,26.9,Can,Supermarket,Energy boost,5,None,No artificial flavors,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,3,5,2,2024-06-16 13:50:17,Sharjah,No barriers
25,Male,Student,7817,4,5+,Weekly,No,No,13.92,Can,Online retailer,Weight management,4,BrandC,None,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,4,2,3,5,2024-09-08 00:51:03,Abu Dhabi,LackTrust
21,Other,Working professional,11856,3,1-2,Rarely,Yes,No,20.57,Bottle,Gym/Fitness centre,Energy boost,5,BrandD,Low sugar,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,5,1,4,2024-07-24 16:36:12,Ras Al Khaimah,LackTrust
25,Female,Working professional,7863,4,None,Monthly,Yes,Yes,16.64,Bottle,Gym/Fitness centre,Weight management,4,None,Gluten-free,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,5,4,1,2025-03-24 16:27:18,Umm Al Quwain,No barriers
19,Female,Student,1820,2,1-2,Rarely,Yes,Yes,1.79,Bottle,Online retailer,Digestive health,3,BrandA,Eco packaging,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,4,3,2,5,2024-09-06 16:39:58,Sharjah,LackTrust
20,Female,Working professional,3649,5,3-4,Weekly,No,Yes,8.37,Bottle,Pharmacy,Weight management,2,BrandB,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,5,1,2,2024-12-20 06:10:36,Dubai,No barriers
26,Female,Working professional,2435,5,1-2,Never,Yes,Yes,7.17,Can,Pharmacy,Energy boost,3,BrandA,Gluten-free,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,3,5,1,2024-06-12 22:14:20,Dubai,No barriers
24,Female,Retired,16277,5,3-4,Monthly,No,No,33.22,Jar,Convenience store,Weight management,5,BrandB,High protein,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,3,4,2024-12-19 07:54:21,Umm Al Quwain,PoorTaste; HardToFind
47,Male,Other,1674,5,3-4,Weekly,Yes,Yes,4.97,Bottle,Pharmacy,Muscle recovery,4,BrandA,None,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,3,1,4,2024-12-02 04:30:59,Umm Al Quwain,No barriers
23,Male,Student,10985,3,3-4,Monthly,Yes,Yes,23.6,Bottle,Supermarket,Weight management,5,BrandC,None,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,5,1,3,4,2024-03-16 08:53:50,Umm Al Quwain,HardToFind
28,Female,Self-employed,10978,1,1-2,Weekly,Yes,Yes,23.94,Bottle,Supermarket,Energy boost,5,BrandD,No artificial flavors,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,4,3,1,5,2024-02-04 01:16:51,Fujairah,HighPrice
30,Male,Working professional,25506,4,3-4,Weekly,Yes,Yes,51.1,Jar,Online retailer,Weight management,2,BrandB,None,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,4,2,5,3,2024-05-24 09:07:20,Ajman,LackTrust; HardToFind
18,Male,Working professional,3399,5,3-4,Weekly,Yes,No,8.36,Bottle,Online retailer,Weight management,3,BrandB,Low sugar,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,5,3,2025-06-02 11:02:38,Ras Al Khaimah,No barriers
31,Male,Self-employed,9331,3,5+,Rarely,Yes,No,18.99,Powder sachet,Online retailer,Energy boost,5,BrandA,Gluten-free,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,5,2,3,4,2024-11-26 21:59:07,Umm Al Quwain,LackTrust
20,Male,Retired,38311,1,5+,Monthly,Yes,Yes,77.4,Bottle,Supermarket,Immune support,4,BrandA,No artificial flavors,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,4,5,2,2024-07-24 22:42:48,Fujairah,No barriers
56,Female,Other,2819,5,3-4,Monthly,Yes,Yes,11.74,Bottle,Pharmacy,Digestive health,4,BrandC,No artificial flavors,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,1,2,3,4,2024-02-27 16:23:30,Umm Al Quwain,No barriers
19,Female,Working professional,1235,2,3-4,Weekly,Yes,Yes,2.95,Bottle,Supermarket,Muscle recovery,4,BrandA,None,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,5,2024-06-16 11:19:22,Sharjah,No barriers
24,Male,Working professional,905,4,1-2,Weekly,No,No,1.0,Can,Convenience store,Digestive health,5,None,High protein,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,4,2024-03-04 15:29:18,Abu Dhabi,No barriers
19,Male,Self-employed,9334,4,1-2,Never,Yes,No,18.27,Can,Online retailer,Muscle recovery,4,BrandC,No artificial flavors,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,4,3,2024-06-08 22:40:56,Ajman,No barriers
80,Male,Working professional,902,3,1-2,Monthly,Yes,Yes,1.18,Can,Supermarket,Digestive health,5,BrandB,Organic,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,5,4,2024-08-16 22:14:12,Ras Al Khaimah,PoorTaste
26,Female,Working professional,3515,2,3-4,Never,Yes,Yes,6.5,Bottle,Supermarket,Weight management,5,BrandA,None,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,1,5,3,4,2025-02-12 10:33:46,Ajman,PoorTaste
28,Female,Working professional,7285,5,1-2,Weekly,Yes,No,16.48,Bottle,Supermarket,Weight management,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,3,2024-10-01 11:07:49,Fujairah,No barriers
18,Male,Working professional,5806,4,1-2,Daily,Yes,No,13.87,Bottle,Supermarket,Energy boost,4,None,Low sugar,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,4,2,5,2024-10-12 08:48:45,Umm Al Quwain,HighPrice
34,Female,Working professional,7208,5,5+,Rarely,Yes,No,14.2,Can,Gym/Fitness centre,Energy boost,4,None,Eco packaging,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,3,1,2,2024-11-10 11:04:23,Abu Dhabi,HighPrice
